Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
25920,00ksbuvA6JJ49pthpV1ZRI,Veegas,Lubię jeansy (Radio Edit),Lubię jeansy - Radio Edit,29,241659,False,0.787,0.937,11,-5.601,1,0.0694,0.0618,0.0,0.338,0.93,134.023,4,disco
6583,00pjRnbDU5A0hmYHFXlsJh,Uada,Djinn,Between Two Worlds,18,836594,False,0.127,0.715,10,-7.886,1,0.0504,1.43e-05,0.807,0.0809,0.223,95.363,4,black-metal
9067,010189igJXAPKuys4itwaE,Marcelo Falcão,Viver (Mais leve que o ar),Senhor fazei de mim (Um instrumento de tua paz),50,140466,False,0.649,0.571,9,-6.198,0,0.027,0.241,1.08e-05,0.172,0.659,108.03,4,brazil
88727,010189igJXAPKuys4itwaE,Marcelo Falcão,Viver (Mais leve que o ar),Senhor fazei de mim (Um instrumento de tua paz),50,140466,False,0.649,0.571,9,-6.198,0,0.027,0.241,1.08e-05,0.172,0.659,108.03,4,reggae
28793,012rSxZFvcLdaiUkSSVyyi,Groundation;Ijahman Levi,Upon The Bridge,Sleeping Bag O Wire,27,353693,False,0.635,0.454,9,-10.045,0,0.301,0.0506,3.53e-05,0.105,0.592,81.695,3,dub
93841,014yBfk5cE068jlXiX59l0,Oleg Pogudin,Городской романс,Не пробуждай воспоминаний,0,240080,False,0.328,0.0985,2,-18.566,0,0.0357,0.934,0.00363,0.141,0.174,91.147,3,romance
23609,015BCBzbTyaGy01VopJlR9,Melih Aydogan,You Tell Me,You Tell Me,50,292052,False,0.858,0.659,7,-7.075,0,0.0474,0.181,0.0553,0.0939,0.595,120.026,4,deep-house
43407,015BCBzbTyaGy01VopJlR9,Melih Aydogan,You Tell Me,You Tell Me,50,292052,False,0.858,0.659,7,-7.075,0,0.0474,0.181,0.0553,0.0939,0.595,120.026,4,groove
86921,015ENhxZgNXSvzml1FJueG,O Surto,Todo Mundo Doido,Zaroia,37,237733,False,0.639,0.868,4,-2.974,0,0.0714,0.0648,0.0,0.169,0.708,137.037,4,punk
85675,015ENhxZgNXSvzml1FJueG,O Surto,Todo Mundo Doido,Zaroia,37,237733,False,0.639,0.868,4,-2.974,0,0.0714,0.0648,0.0,0.169,0.708,137.037,4,punk-rock
17080,018SQDupRTRsl1Wolu1X0c,Daniel Deluxe,Magnatron,Star Eater,51,272855,False,0.577,0.555,2,-9.045,1,0.0598,0.618,0.866,0.116,0.147,189.97,3,club
7595,018TIqGwVaEzXN8JSwpG6q,Breaking Grass,Somewhere Beyond,100 Degrees in the Shade,22,183173,False,0.571,0.601,11,-6.26,0,0.0651,0.463,0.0,0.0865,0.65,161.845,4,bluegrass
63724,019kQw9gcLJONeYgEtlf9t,Eikichi Yazawa,Don't Wanna Stop (50th Anniversary Remastered),夢の彼方 - Remastered 2022,33,234186,False,0.45,0.74,4,-8.273,1,0.0873,0.0331,0.000247,0.0999,0.387,177.602,4,j-rock
92261,019kQw9gcLJONeYgEtlf9t,Eikichi Yazawa,Don't Wanna Stop (50th Anniversary Remastered),夢の彼方 - Remastered 2022,33,234186,False,0.45,0.74,4,-8.273,1,0.0873,0.0331,0.000247,0.0999,0.387,177.602,4,rockabilly
80560,01AE1MgL6L86WQzh4KGDUa,Meet Bros.;Jubin Nautiyal;Dhvani Bhanushali,"Kinna Sona (From ""Marjaavaan"")","Kinna Sona (From ""Marjaavaan"")",59,273925,False,0.533,0.723,3,-4.301,0,0.0614,0.283,0.0,0.0678,0.591,97.848,4,pop-film
63753,01Bjn3lj74LedUImE5ceFe,NICO Touches the Walls,天地ガエシ,天地ガエシ,44,286626,False,0.307,0.949,2,-3.212,1,0.0708,0.00327,0.0,0.0846,0.682,120.057,4,j-rock
101219,01ECmBb20B3qarePTzqo96,Traditional;Rudolf Mauersberger;Dresdner Kreuzchor,Alle Jahre wieder: Weihnachten mit Kindern,Kommet ihr Hirten,0,102999,False,0.268,0.0546,8,-19.711,1,0.0417,0.994,0.000131,0.0996,0.179,81.305,3,sleep
111911,01K42inuuCqOB731ugiQAd,Bent,Magic Love (Remixes),Magic Love - Radio Edit,50,202333,False,0.689,0.874,9,-5.275,0,0.0464,0.0816,0.129,0.272,0.961,121.019,4,trip-hop
8978,01LigwR8Dn9cPqCIGIBqwv,Theodis Ealey,I'm the Man You Need,Pop That Middle,31,258986,False,0.801,0.583,1,-6.7,0,0.0535,0.00921,0.00711,0.17,0.666,102.008,4,blues
51382,01NsPGMDWGOrNWK9QylpHw,Mac Miller;Ty Dolla $ign,Hip Hop Slow Jamz,Cinderella,0,480186,True,0.408,0.533,8,-6.871,0,0.0536,0.235,0.0,0.345,0.239,140.069,4,hip-hop
88329,01RPCqi99slyxGHTmLSwGO,Sebastian Yatra;Luis Figueroa;Lary Over,Carrete con besties,Por Perro,0,245360,False,0.684,0.762,0,-5.147,1,0.0564,0.419,0.0,0.0759,0.905,172.015,4,reggae
89345,01RPCqi99slyxGHTmLSwGO,Sebastian Yatra;Luis Figueroa;Lary Over,Carrete con besties,Por Perro,0,245360,False,0.684,0.762,0,-5.147,1,0.0564,0.419,0.0,0.0759,0.905,172.015,4,reggaeton
10887,01SGzEGI5Z499vAQryTdHU,Orbital,Monsters Exist (Deluxe),Analogue Test Oct 16 - Bonus Track,12,186586,False,0.45,0.786,6,-8.312,0,0.0536,0.0234,0.854,0.0968,0.205,112.002,4,breakbeat
76973,01WdAsZfS0b9neTmm0eyFP,Filippa Giordano,"Alma Italiana, Pasión Latina",Bésame Mucho,19,277000,False,0.394,0.494,0,-4.946,0,0.0263,0.643,6.83e-05,0.121,0.312,96.562,4,opera
28550,01XP4DU82QE56hH3l16a7S,if found;nøll;damnboy!,die 4 u,die 4 u,40,174800,False,0.544,0.885,1,-1.938,0,0.0424,0.000373,0.0,0.371,0.231,75.043,4,dub
29450,01XP4DU82QE56hH3l16a7S,if found;nøll;damnboy!,die 4 u,die 4 u,40,174800,False,0.544,0.885,1,-1.938,0,0.0424,0.000373,0.0,0.371,0.231,75.043,4,dubstep
22230,01cGujYWGF7JchJLSgf6Ta,Obituary,Cause of Death (Reissue),Chopped in Half,46,225360,False,0.257,0.989,10,-5.918,0,0.0867,6.72e-06,0.521,0.263,0.385,109.267,4,death-metal
43825,01cGujYWGF7JchJLSgf6Ta,Obituary,Cause of Death (Reissue),Chopped in Half,46,225360,False,0.257,0.989,10,-5.918,0,0.0867,6.72e-06,0.521,0.263,0.385,109.267,4,groove
6030,01d8pAucIn2NA37da2uHZK,Gruzja,Vulgator (Priest Simulator Ost),Legion,25,288101,False,0.296,0.908,0,-4.699,1,0.163,0.000496,0.000334,0.599,0.236,175.047,4,black-metal
23784,01fVbxyW9y2oKdXvg56uE5,Dombresky,Soul Sacrifice,Soul Sacrifice,58,232211,False,0.847,0.934,9,-5.381,1,0.0442,0.00783,0.494,0.0797,0.863,126.035,4,deep-house
43615,01fVbxyW9y2oKdXvg56uE5,Dombresky,Soul Sacrifice,Soul Sacrifice,58,232211,False,0.847,0.934,9,-5.381,1,0.0442,0.00783,0.494,0.0797,0.863,126.035,4,groove
17349,01hzSkNrbt10n7GaEulntu,Glee Cast,"Glee: The Music, Season 4 Volume 1",Everybody Talks (Glee Cast Version),48,179280,False,0.495,0.891,4,-4.266,1,0.0383,0.000186,0.0,0.475,0.735,155.075,4,club
1217,01ioXCMkGpxuKrdEO3TSob,Jor'dan Armstrong,GRACE,GRACE,27,255761,False,0.681,0.579,2,-6.141,0,0.0434,0.212,0.0,0.333,0.588,120.037,4,afrobeat
26415,01l7bKroMOIHpB7rmJnGAg,María Caneda;Carlos Báez;Sandra Carvajal;Santi Aguirre;Toni Menguiano;Astrid Jones;Virginia Mos;Malia Conde,'Más allá de la Luna' (música de la película de Netflix),Pastelitos de Luna,23,259560,False,0.331,0.349,1,-8.285,1,0.0286,0.922,0.00299,0.0834,0.346,137.842,4,disney
49258,01lTSkSxe2k2QcLPlbNhjl,Toneshifterz,Till Daybreak Meets...,Human Experience,26,225748,False,0.61,0.817,6,-8.584,1,0.0468,0.54,0.00834,0.264,0.329,149.957,4,hardstyle
21098,01pql9IvCSXGzTpWkgJvAg,Shenseea,Consistency (Through the Years),Subrosa (Come Closer),0,198000,True,0.59,0.712,1,-4.822,1,0.0822,0.633,3.97e-05,0.139,0.689,106.865,5,dancehall
111546,01saN34a57TAmGqxlvgPOg,Lovage;Nathaniel Merriweather,Music to Make Love to Your Old Lady By (Instrumental),Koala's Lament - Instrumental,19,233893,False,0.604,0.773,4,-10.595,0,0.0345,0.407,0.819,0.168,0.703,94.927,4,trip-hop
37296,01xW1yKvTy9ycpo2qYCzcs,The Temptations,A Very 70s Christmas,Rudolph The Red-Nosed Reindeer - Stereo,0,189000,False,0.455,0.462,0,-11.23,1,0.0293,0.0577,0.0,0.285,0.689,94.271,4,funk
103296,01xW1yKvTy9ycpo2qYCzcs,The Temptations,A Very 70s Christmas,Rudolph The Red-Nosed Reindeer - Stereo,0,189000,False,0.455,0.462,0,-11.23,1,0.0293,0.0577,0.0,0.285,0.689,94.271,4,soul
20663,01xqHIwd7hQLROgelUQ6w2,Wiz Khalifa;Girl Talk,Pushin P - Top Rap,Big Daddy Wiz,0,131039,True,0.9,0.795,0,-5.056,1,0.073,0.107,0.00631,0.131,0.745,101.978,4,dance
51582,01xqHIwd7hQLROgelUQ6w2,Wiz Khalifa;Girl Talk,Pushin P - Top Rap,Big Daddy Wiz,0,131039,True,0.9,0.795,0,-5.056,1,0.073,0.107,0.00631,0.131,0.745,101.978,4,hip-hop
93909,0210gFYpVnijFhx38qw4Zf,Владимир Бунчиков,Мы в жизнь идем (1936 - 1958),"Объединяйся, молодежь!",0,180742,False,0.523,0.26,2,-18.286,0,0.0397,0.859,0.0,0.341,0.588,110.512,4,romance
109602,027549yWqZS7y50vkB787P,A*S*Y*S;Kai Tracid;Tom Wax,Freedom of Expression (Dark Acid Mix),Freedom of Expression - Dark Acid Mix,45,397272,False,0.7,0.917,2,-7.002,1,0.0539,0.0196,0.844,0.0922,0.0523,132.019,4,techno
6978,02BHN1ZmEF1KSXYUWL9alN,Carpathian Forest,Likeim,Likeim,16,165030,False,0.297,0.985,0,-6.411,1,0.175,5.35e-05,0.827,0.246,0.398,164.978,4,black-metal
73742,02HBzyigV4WjMhBLwmJI7f,Chris & Cosey,Songs of Love & Lust,Driving Blind,19,390200,False,0.806,0.749,4,-14.328,0,0.0502,0.00164,0.898,0.629,0.252,115.718,4,minimal-techno
93331,02MRylJ1WAgxzdqfNfdIsR,Oleg Pogudin,Любовь и разлука. Песни Исаака Шварца,"Город пышный, город бедный",0,114600,False,0.446,0.121,4,-12.737,0,0.0414,0.937,0.0,0.125,0.18,107.573,3,romance
93376,02MRylJ1WAgxzdqfNfdIsR,Oleg Pogudin,Любовь и разлука. Песни Исаака Шварца,"Город пышный, город бедный",0,114600,False,0.446,0.121,4,-12.737,0,0.0414,0.937,0.0,0.125,0.18,107.573,3,romance
35952,02MTt3icUotvWO6MMeoLaF,Banda Calypso,Ao Vivo em São Paulo,Principe Encantado,38,227560,False,0.492,0.914,10,-2.196,0,0.058,0.382,0.0,0.41,0.701,156.993,4,forro
52531,02S5XzbGP5Dy7sPXW0Ofyy,Hank Williams,The Complete Hank Williams,I've Been Down That Road Before,13,175733,False,0.394,0.422,7,-10.383,1,0.169,0.706,0.0,0.116,0.805,76.34,4,honky-tonk
76489,02SUmnmo7k7QzHckv0iPCV,"Giacomo Puccini;Luciano Pavarotti;Orchestra of the Royal Opera House, Covent Garden;Sir Edward Downes",The Pavarotti Edition,"Tosca, SC 69 / Act 3: ""E lucevan le stelle""",23,174000,False,0.125,0.0926,11,-17.138,0,0.0394,0.981,0.152,0.0967,0.0396,65.813,4,opera
11355,02TVrXmI9EBYpuSdmTr4gn,Leona Lewis,AVATAR Music From The Motion Picture Music Composed and Conducted by James Horner,I See You (Theme from Avatar),52,260693,False,0.399,0.252,10,-17.083,0,0.0377,0.527,0.0,0.126,0.173,136.018,4,british
3670,02VPWX6le8yZ5amfZPs12b,Royal & the Serpent,Top of the Rock,Happier in Hell,0,173172,False,0.372,0.522,8,-5.493,1,0.0413,0.0243,0.0,0.231,0.326,138.552,4,alternative
56737,02VPWX6le8yZ5amfZPs12b,Royal & the Serpent,Top of the Rock,Happier in Hell,0,173172,False,0.372,0.522,8,-5.493,1,0.0413,0.0243,0.0,0.231,0.326,138.552,4,indie-pop
95570,02YAbVNakOle4LWElPxcc5,Marc Anthony,Otra Nota,Si He De Morir,29,256666,False,0.688,0.648,0,-9.337,1,0.0341,0.24,7.49e-06,0.0654,0.884,151.935,4,salsa
16573,02bERDuJxtWLvIApFJn5Ba,Jayateerth Mevundi,Jayateerth Mevundi,Bolava Vitthal Pahava Vitthal,30,592013,False,0.258,0.637,5,-4.853,0,0.0323,0.274,0.0,0.111,0.202,89.019,4,classical
62957,02cIqYTYys4M1RBFiBKIEt,Rie fu,Rie fu,Life is Like a Boat,49,300306,False,0.666,0.371,11,-8.471,1,0.0274,0.502,4.55e-05,0.211,0.468,100.258,4,j-pop
75211,02eaBVhJyzUZhINVGEq6de,Dagda,Celtic Trance,The Primal Gods,47,140640,False,0.411,0.185,7,-20.78,1,0.0303,0.849,0.801,0.0774,0.0664,89.986,4,new-age
54478,02gfe0xcLymHXarFnaNLnL,Ilkae,Pistachio Island,Sink Lateral,12,40893,False,0.678,0.401,10,-9.875,0,0.0555,0.971,0.947,0.105,0.919,82.614,4,idm
101684,02hJby0fHozHtjdFrB7iDW,Rain Sounds,Soft Rain Sleep,Sleep Relax,34,115308,False,0.208,0.996,10,-19.737,1,0.0438,0.175,0.907,0.822,0.0145,80.67,4,sleep
83327,02q7qbOYbE89NMFEtOklcc,Dimitri Vegas & Like Mike;Hardwell,Unity,Unity,56,234461,False,0.65,0.912,10,-4.588,0,0.0406,0.0241,0.8,0.293,0.191,129.999,4,progressive-house
98377,02ueTZj85gPNvCNbt3BSVl,Sutton Foster;Roger Bart;Christopher Fitzgerald,The New Mel Brooks Musical - Young Frankenstein,Roll In The Hay,26,214106,False,0.604,0.438,8,-7.325,1,0.0891,0.786,0.0,0.378,0.647,110.148,4,show-tunes
50414,030Et3kzlh9pt6oFrUEVxE,Aonikenk,Sentir Metalero,Sentir Metalero,23,178053,False,0.285,0.9,9,-4.513,0,0.0593,0.000389,2.28e-05,0.337,0.431,144.581,4,heavy-metal
64747,031UpfMz8ezzJSB39T07f0,Stan Getz;João Gilberto;Astrud Gilberto;Antônio Carlos Jobim,Summer Samba! - Stan Getz,The Girl From Ipanema - Single Version,39,167226,False,0.695,0.178,5,-15.743,0,0.0346,0.875,0.000196,0.0929,0.486,130.415,4,jazz
96738,031UpfMz8ezzJSB39T07f0,Stan Getz;João Gilberto;Astrud Gilberto;Antônio Carlos Jobim,Summer Samba! - Stan Getz,The Girl From Ipanema - Single Version,39,167226,False,0.695,0.178,5,-15.743,0,0.0346,0.875,0.000196,0.0929,0.486,130.415,4,samba
3457,034QFxadzhSnGsrStsQaKB,Snoh Aalegra,Best R&B Tunes,SAVE YOURSELF,1,118520,False,0.538,0.307,0,-11.856,1,0.0695,0.821,0.000374,0.0996,0.295,119.598,4,alternative
103410,034QFxadzhSnGsrStsQaKB,Snoh Aalegra,Best R&B Tunes,SAVE YOURSELF,1,118520,False,0.538,0.307,0,-11.856,1,0.0695,0.821,0.000374,0.0996,0.295,119.598,4,soul
106062,034QFxadzhSnGsrStsQaKB,Snoh Aalegra,Best R&B Tunes,SAVE YOURSELF,1,118520,False,0.538,0.307,0,-11.856,1,0.0695,0.821,0.000374,0.0996,0.295,119.598,4,swedish
33188,038N1pDTNC5oOF9Vzk8fkv,"nothing,nowhere.",All Out Alternative,pretend,0,179690,False,0.533,0.838,1,-5.625,0,0.0837,0.0251,0.0,0.318,0.722,80.049,4,emo
86219,038N1pDTNC5oOF9Vzk8fkv,"nothing,nowhere.",All Out Alternative,pretend,0,179690,False,0.533,0.838,1,-5.625,0,0.0837,0.0251,0.0,0.318,0.722,80.049,4,punk
94249,038N1pDTNC5oOF9Vzk8fkv,"nothing,nowhere.",All Out Alternative,pretend,0,179690,False,0.533,0.838,1,-5.625,0,0.0837,0.0251,0.0,0.318,0.722,80.049,4,sad
80981,038gnuPve7s8rADCEDYsMH,Sonu Nigam,Paramathma (Original Motion Picture Soundtrack),Paravashanadenu,55,235833,False,0.635,0.299,1,-13.585,0,0.0384,0.72,5.69e-05,0.132,0.402,83.983,4,pop-film
21879,03DOtUx03PRyx4nlNVGRgs,Sean Paul,Scorcha,Earthquake,41,167098,False,0.618,0.88,2,-4.667,1,0.0912,0.00231,0.0,0.247,0.737,101.973,4,dancehall
95013,03Jgntvn5xCgYgzfqyye6a,Frankie Ruiz,Ritmo Bonito,Desnúdate Mujer,0,289373,False,0.661,0.849,7,-4.315,1,0.033,0.355,1.22e-05,0.31,0.931,99.266,4,salsa
21313,03MxQe4F8TGGZSs4Zyha4b,Demarco;Akon;Runtown,No Wahala (feat. AKON & RUNTOWN),No Wahala (feat. Akon & Runtown),50,212383,False,0.819,0.625,2,-5.211,0,0.0525,0.384,0.0,0.0471,0.621,106.982,4,dancehall
60062,03MxQe4F8TGGZSs4Zyha4b,Demarco;Akon;Runtown,No Wahala (feat. AKON & RUNTOWN),No Wahala (feat. Akon & Runtown),50,212383,False,0.819,0.625,2,-5.211,0,0.0525,0.384,0.0,0.0471,0.621,106.982,4,j-dance
37026,03PjRjDn7JNYY2P57QX8Q5,Anitta;Saweetie,New Pop Icons,Faking Love,0,146933,True,0.896,0.578,0,-4.773,1,0.12,0.0389,0.0,0.063,0.866,133.01,4,funk
77017,03PjRjDn7JNYY2P57QX8Q5,Anitta;Saweetie,New Pop Icons,Faking Love,0,146933,True,0.896,0.578,0,-4.773,1,0.12,0.0389,0.0,0.063,0.866,133.01,4,pagode
70117,03UChw9aTMMe4VtF2rSEXe,Yisa Yu,路過人間,路過人間,51,247132,False,0.615,0.386,3,-9.799,1,0.0312,0.825,4.46e-06,0.115,0.148,129.925,4,mandopop
65202,03UrZgTINDqvnUMbbIMhql,PSY,Gangnam Style (강남스타일),Gangnam Style (강남스타일),74,219493,False,0.727,0.937,11,-2.871,0,0.286,0.00417,0.0,0.091,0.749,132.067,4,k-pop
17333,03X1SHRxnIb2jtjcQx54Et,Gost,Skull,Cursed,50,213159,False,0.583,0.929,1,-5.106,1,0.198,0.00115,0.873,0.164,0.285,118.0,4,club
39908,03b80IxIQ8qOzYVbcbTyRL,Keule,Bilder von Dir,Bilder von Dir,38,185795,True,0.595,0.732,7,-8.885,1,0.0579,0.0143,5.22e-05,0.104,0.0353,176.036,4,german
833,03czT1nVZDRv2JlpY2GxON,Peter Bradley Adams,Leavetaking,The Longer I Run,53,251453,False,0.602,0.52,3,-10.831,1,0.028,0.732,0.221,0.0982,0.523,151.912,4,acoustic
33003,03eJ2DclFWXYU8GWgANdmZ,XXXTENTACION;PnB Rock;Trippie Redd,Bad Vibes Forever,bad vibes forever,75,150475,True,0.8,0.526,8,-5.153,1,0.0716,0.334,0.00174,0.0571,0.746,129.874,4,emo
54690,03hLV9DZlvxJH4zJwoIDHg,LFO,Frequencies,Mentok 1,11,258040,False,0.786,0.848,1,-9.752,1,0.0799,0.000313,0.651,0.0943,0.755,124.973,4,idm
60525,03o154Lj0RmJSVCEuK2QkM,Eshconinco,Dream Life,Gyal Bumpa,22,172016,True,0.825,0.724,6,-3.651,0,0.0826,0.302,0.0,0.0523,0.848,98.108,4,j-dance
104431,03rDxSyK1Yf5OKPLnjlNWj,Linda Mirada,Con Mi Tiempo y el Progreso,Mientras la Música No Pare,30,243560,False,0.612,0.764,0,-4.947,1,0.0302,0.0694,0.00446,0.104,0.748,130.038,4,spanish
71756,03sEzk1VyrUZSgyhoQR0LZ,TOOL,Fear Inoculum,Pneuma,64,713191,False,0.415,0.53,9,-9.338,0,0.0314,0.00209,0.75,0.11,0.0586,114.174,1,metal
26104,03sKaMN0mq5p3ok6z2xYVQ,Shin Fujishima;Tokyo Philharmonic Chorus;Natural Notes,My First Disney Original Soundtrack Best Japanese Version,When You Wish Upon A Star,31,151000,False,0.188,0.331,6,-13.421,0,0.0331,0.955,0.0541,0.092,0.149,77.0,3,disney
95761,03sXWrQi8IAgAJt27IJtQN,Septeto Acarey;Bembe Orquesta,Aparécete,Aparécete,29,297659,False,0.642,0.879,0,-3.009,1,0.044,0.508,1.73e-06,0.0434,0.965,169.918,4,salsa
112513,03u0SQvzUKRcIv7mHA3X1M,Kargo,Gelecekle Randevum Var,Kehribar,41,212323,False,0.581,0.428,7,-10.857,0,0.0254,0.374,0.00278,0.0672,0.677,88.08,4,turkish
96733,041TpEjQW4O0GeJDh6nl6k,Ivete Sangalo,Ivete Sangalo Live Experience (Ao Vivo Em São Paulo / 2018),O Doce - Ao Vivo Em São Paulo / 2018,39,262853,False,0.644,0.877,1,-7.666,1,0.0555,0.0634,0.0,0.361,0.784,132.867,4,samba
111637,041Xf2o8yDouqWCDKqkGuC,Wax Tailor,Dusty Rainbow from the Dark,No,19,171386,False,0.784,0.809,1,-6.386,1,0.168,0.234,0.00277,0.176,0.651,84.051,4,trip-hop
84684,042v1NacbKJzCyi6nBme7T,Buffalo Springfield,Buffalo Springfield Again,Mr. Soul,60,172400,False,0.674,0.706,9,-9.012,1,0.0384,0.108,6.48e-06,0.114,0.961,133.789,4,psych-rock
108257,04349i5UALrGIrKNGu1lPi,Orquesta Tipica Fernandez Fierro,Ahora y Siempre,Subrealidad,22,128907,False,0.699,0.441,9,-6.243,1,0.0516,0.506,0.0,0.0865,0.581,134.098,4,tango
49537,043607waUXtTCk0Xb2Jynz,Scarra,Underground Energy,Underground Energy,23,196645,False,0.504,0.963,1,-4.882,1,0.149,0.00542,7.06e-05,0.495,0.236,155.017,4,hardstyle
20738,046L0dVjGu0cYGKedb1Ho5,Demi Lovato,Queda poco para la PAES,Cool for the Summer,0,214739,False,0.581,0.609,10,-5.6,0,0.0357,0.00366,0.000145,0.13,0.312,114.05,4,dance
107862,048gupABMSEZEm1UEkxbTP,Mylène Farmer,À tout jamais,À tout jamais,57,226000,True,0.638,0.689,1,-5.451,0,0.0363,0.231,0.000116,0.0974,0.0913,117.029,4,synth-pop
113710,04BK9iNMK68az2vNr0d9B4,Hillsong Worship,Hillsong Chapel: Yahweh,Mighty To Save,37,311400,False,0.303,0.731,9,-7.861,1,0.0608,0.164,0.000383,0.284,0.224,147.386,4,world-music
